name,rating,text,positive
Cottonwood Creek Trail to Dublin Park sign,4,"It's a great trail. Lots is road bike regulars that are really rude. Watch out for the disc golfers. They do try to keep it on the couri, but there are a couple pretty close baskets to the trail.",False
Cottonwood Creek Trail to Dublin Park sign,5,"Walked about 2 miles along Cottonwood Trail. It was a great walk. There were lots of others, running, biking and walking. The trail was wide enough that passing others or visa versa was no problem. The trail was clean.",True
Cottonwood Creek Trail to Dublin Park sign,5,"Great trail! Lots of options, the creek was nice and the views were spectacular. Only comment is that the terrain can be uneven in some places, so bring some good shoes!",True
Ralston Creek Trail,4,"I biked the entirety of the trail (out and back) which was about 26 miles round trip.  There is a slight elevation gain of around 250 feet, so fairly level with a few steep inclines as you approach Tucker Lake and Blunn Reservoir.  The trail takes you through several, well maintained city parks and through a nice golf course.  There is also a very cool pedestrian bridge at the end of the trail located at Gold Strike Park.  The trail can be difficult to follow at times as it forces you to jump on the street for several blocks before you reconnect to the trail.  Keep an eye for signs directing back to the trail.

Overall, this was a nice ride.  It wasn't too busy which made social distancing very manageable.",False
Ralston Creek Trail,4,"Ralston Creek Trail is a path that winds through some of the Denver Area metro suburbs. I usually get in the is at the Gold Strike Park off 56th & Ralston Road. It's a small park with a dirt lot, but there's plenty of traffic in and out which tells me it's a good place to park and walk the dog or go for a bike ride. I haven't gone very far in either direction on the trail, but it is very nice to walk/ride. The scenery compliments the creek running alongside, and the sound of traffic and other modern amenities did not interfere with the experience.",False
Ralston Creek Trail,5,"Doing a little gold prospecting, a few flecks and some flower gold. Be sure to fill your holes and respect any infrastructure. Water was flowing a little fast, be sure to check weather reports and know that you're in a flash flood zone. Be safe and happy hunting.",True
Ralston Creek Trail,4,Good system of trails. Just a bit grubby these days (trash bags under bridge that could cause a crash),False
Ralston Creek Trail,4,It's a very nice peaceful trail along a creek.,False
East Plum Creek Trail - Meadows Trailhead and Parking,5,"I have regularly biked and walked on the East Plum Creek Trail for many years and really enjoy the scenery and wildlife I have seen, including: deer, beaver, snakes, coyotes, and a large assortment of birds. But today my focus was a little different. Recently, I read an article in the National Geographic about a photographer who takes pictures of tree bark from around the world. That gave me an idea. During my walk today on the East Plum Creek Trail I decided to see what the bark of various trees had to offer and was truly surprised by what I saw. All of the photos attached to this review were taken within a very short distance: less than 30 yards. Based on what I saw today, I intend for this to be an ongoing project.",True
East Plum Creek Trail - Meadows Trailhead and Parking,4,This was a nice and calm area with a small parking lot to give access to some good walking. It was peaceful and fun to see a few beaver dams and trees they have been working on. It was a little more exposed and not as nature as I wanted but still a good place to get some steps in with plenty of nice people sharing the trail. I enjoyed reading the informative plaque about the history of the area.,False
East Plum Creek Trail - Meadows Trailhead and Parking,5,Fun little trail to walk with plenty to see.  Everyone in passing was very friendly.  My pup enjoyed all the smells.  The tunnel is a very cool feature and all the different murals really made this concrete trail a fun and picturesque experience.,True
East Plum Creek Trail - Meadows Trailhead and Parking,4,"Conveniently located, this paved trail is great for walking/biking without getting too far into the woods. During winter months, snow is cleared too, which makes it accessible year round, mostly.

No restrooms, but a lot of trailheads with parking available to get onto this trail. 15 miles round trip, nice way to keep the biking miles going during winter months.

Nice access to coffee shops or in general, downtown castle rock area too from the trail. This trail will be extended to connect to castle valley and from there all the way till Colorado springs as part of the front range trail project.",False
East Plum Creek Trail - Meadows Trailhead and Parking,5,"Beautiful trail. Lots of wildflowers, birds, shade, trees, a small Creek. So many butterflies!",True
Fox Run Regional Park Trailhead,5,Awesome and quite quiet.  It’s a great neighborhood place.  Get here before all paso county ruins it with yet another unrequested nature center.,True
Fox Run Regional Park Trailhead,1,"Oh for Fox sake, this park is beautiful one of the nicest forested parks I’ve seen with a great dog area too. BUT sadly no water to be had anywhere! There are water features, ponds and a fountains still NO drinking water. This is puzzling as the park is surrounded by Million Dollar Homes so you know the county has a great tax base.",False
Fox Run Regional Park Trailhead,5,Great place to go and enjoy your day. Absolutely beautiful. The coy in the water are lovely to watch. There are plenty of bathrooms to access. The lake is easy to access even for the handicapped. The gazebo is a nice place to sit and relax. There are also benches along the bath. As well as picnic tables. I would highly recommend visiting. There is also a playground for the little ones,True
Fox Run Regional Park Trailhead,5,"A beautiful park with lots of accessible trails, beautiful trees, a nice gazebo and a couple ponds. Plenty of parking and bathrooms. There's two fantastic playgrounds nearby as well",True
Fox Run Regional Park Trailhead,5,"A wonderful trail! Some incline but nothing too severe. There is a large fenced-in dog park, a new playground, open grassy areas and trails that are easy to navigate and shady which is wonderful in the hot summers. It can get a little busy when it's very nice out but is generally fairly quiet",True
Ute Valley Park,5,Nice hiking or biking trails. These trails are adequately rated in difficulty with various distances for beginners wanting to experience casual hiking/walking through a quiet and scenic park. This park offers more advanced trails for those who want a more challenging experience. All trails are available for bikers as well. Dogs are permitted but must be on a leash. Restrooms are available at the start.,True
Ute Valley Park,5,"Beautiful spot to capture photos! Loved getting to capture a maternity shoot here. During golden hour there are a lot of other photographers, but plenty of space to spread out and get good photos without hiking hardly at all.",True
Ute Valley Park,5,"It's rocky going up and you'll need to pay attention, keeping you living in the moment. The trees are so beautiful it feels like a dream.",True
Ute Valley Park,5,"there's limited parking off vindicator dr so come early. you may see deer or coyotes so keep your dogs in a leash.

definitely bring water and hat/visor if walking in the summer as there is limited shade. some parts are challenging so if you're a beginner hiker take it slow as there's loose gravel going up and down some of the paths.  will definitely be back to walk more later in the year.",True
Ute Valley Park,5,Beautiful scenery! Great for the novice hiker. The paths are well cared for making them easy to walk. Not overly crowded.,True
Captain Jacks Trail Head Parking Lot (Trail),4,I like Capt Jacks for some late season trail riding. But do try to avoid it on weekends and holidays. Beautiful views and nooks above and below canopy. Trail is a little loose with pea granite. But overall a fun time. For newer riders it's better to go down pipeline than up.,False
Captain Jacks Trail Head Parking Lot (Trail),5,"A great single track trail cutting up and down the backside of Cheyenne and Almagra with beautiful views.  This trail is open for all (hikers, mountain bikers, dirtbikes, etc.) So be sure to keep an eye out and respect the rules of the trail.  If on bikes, there are some technical sections so this is definitely not a beginners trail.",True
Captain Jacks Trail Head Parking Lot (Trail),5,"Really enjoyed this trail and the drive there is absolutely incredible!

It’s fairly steep and has lots of loose gravel so wear grippy shoes and I don’t recommend it for children or small dogs.

The path is also shared with motorcycles and horses so be aware around blind turns.

I hope to return to this trail with a bike.",True
Captain Jacks Trail Head Parking Lot (Trail),5,Pretty great trail with beautiful scenic view.  It not hard like other trail I been to but still need to take caution as soom area have loose gravel.,True
Captain Jacks Trail Head Parking Lot (Trail),5,Great single track trail. So glad they opened it back up to dirt bikes! If you ride the 'loop' of Jack's to pipeline to Foresters back to Jack's it is about 20.6 miles round trip from the lower trailhead parking lot. There can be heavy traffic on nice days so be aware and don't ride so fast you can't stop safely. Be courteous to those on foot or pedaling!,True
Palmer Park Trail CaveOutlook,5,"The whole park is a great place to go hiking... this little spot is nice to sit and enjoy the view...make sure you are hydrating, bring lots of water! It gets pretty hot...",True
Palmer Park Trail CaveOutlook,5,"Absolutely stunning views!! We are new to Colorado and hiking and although we were out of breath most of the hike, it was fairly easy physically, so I’d say it’s not too bad for beginners! We found 3 caves but you had to go off trail a little and climb down some rocks to see them, don’t worry it’s not any crazy rock climbing, I’m 41, not “Fit” and I still made it, just make sure you have good shoes with good tread. Follow the Yucca Trail and The coordinates to the caves we found are :

38°52'41.6""N 104°46'33.0""W

38°52'42.1""N 104°46'33.2""W

38°52'42.7""N 104°46'33.6""W

If you copy/paste them one by one into your maps, you should be able to find them! Good luck and happy hiking!!",True
Palmer Park Trail CaveOutlook,5,"Update: I came here for the second time to try to find the “cave outlook” but could not find the trail to take me and my friend there. Again gorgeous views, peaceful and quiet. The trail does get fairly hot because there’s not a lot of shade and lots of rock. We followed the templeton trail off of the Eden trail and I would say it’s an intermediate to advanced hike as it was steep in some areas with some downhills as well. A handful of bicycles, trail runners, and hikers. Not suitable for strollers. With everything said, this is one of the most nature filled, most gorgeous hikes, with intermediate/advanced trail options in the Colorado Springs area.

Overall I do recommend and loved this hiking area :)

Original review: Absolutely beautiful! Took my weinie dogs for a hike and they loved it. I got stung by a wasp just walking on the trail so be careful.

The views were still incredible and I definitely recommend the trails here!",True
Palmer Park Trail CaveOutlook,5,This is such a gem spot as well all the other hidden gems in colorado springs.I suggest good shoes that don't slide on sand rocky paths.I tucked n roll not wearing the proper shoes so highly suggested for a safe hike.Perfect cliffs spot to overlook the city.As well as perfect spot for meditation and Journaling:),True
Palmer Park Trail CaveOutlook,5,Just absolutely spectacular scrambling spots and hiking trails my dog has no problems going up the rocks and we've never been disappointed with the scenery!,True
Palmer Park,5,Great place to get an awesome sunset photo… Would probably be great for sunrise too as it’s completely panoramic 360° views! Also a pretty decent amount of parking for free.,True
Palmer Park,5,"Beautiful area and one of my favorite local parks inside Colorado Springs. The area has magnificent views of the mountains and multiple trails of varying difficulty for hikers of all levels.

I've been returning here at least once a month or so for the last couple years ♥️",True
Palmer Park,5,Very beautiful park with plenty of trails to hike/walk.  Very dog friendly park with several parking and picnic areas throughout.  Just a reminder of how beautiful Colorado can be even amongst the city.,True
Palmer Park,5,"Very pretty, rocky hike with views on either side. Got the heart pumping!",True
Palmer Park,5,A beautiful place for an intimate wedding ceremony! I had a blast with the beautiful views,True
Warner Parks,5,Great hugely spread out park off of Highway 100 south west of downtown Nashville. Lots of picnic tables and spots doting throughout the park and the one these pics are from is the Little Harpeth River Pavilions. Whenever I'm in the Nashville area I think of all the memories of enjoying the great hiking trails and streams that are dog & pet friendly. A must stop for me every time!,True
Warner Parks,5,"You need to go mountain biking here. There’s all sorts of difficulties and climbs, but also some very flowy descents. There’s this beautiful trail at the end of the connector trail, and a very steep rock climb. There was also deer running in the forest WITH US as we rode and it was so cool. Super fun!",True
Warner Parks,5,"When I was living in Nashville last year, this was always an amazing park to visit for some nature therapy.

Miles of beautiful woods and well-maintained trails. I spent countless hours just meandering around and often disregarding the original route I intended to take. Perfect place for some solitude or a stroll in the woods with friends or family.",True
Warner Parks,5,"This park is very beautiful and clean!  We did a photoshoot here and it was absolutely gorgeous!  You do not need to pay a fee nor get a license to do professional  photoshoots here.

People visiting the Park were so accommodating.  They would see the photographer and stop to let us have our shots without being asked. Lots of well-behaved, leashed pets and we even saw a horse.  We were told there were also hiking trails.  On the day we went (Saturday sfternoon), parking was tight but there were spaces across the road from the Park. If you go on the weekend, go early to allow for time to find a parking spot.

I plan to go back to really explore it more.",True
Warner Parks,5,Such a beautiful area to explore or go hiking! I saw 5 deer which I felt like was a crazy amount to see in an afternoon. Wonderful time and definitely going back for another adventure.,True
South Valley Park,5,"This was a good alternative to Roxborough if it’s too crowded.  Beautiful red rock formations. A loop trail. Not challenging.  No shade, so if it’s warmer, you might need sunscreen and some water!",True
South Valley Park,3,We hiked the Coyote Song and Columbine Trails.  Nice little hike without a lot of incline.  Lots of beautiful rock outcrops here.  Bikers will love the Columbine trail.  Not very many trees so you’re out in the open sun/wind.,False
South Valley Park,5,Incredible location especially in the fall! I had a couple hire me to photograph a surprise proposal here and South Valley Park was the perfect backdrop. Theres cell service but it wasn't busy at sunrise and we had the whole place to ourselves.,True
South Valley Park,5,"We stumbled on this gem of a park.  The rock formations are incredible.  Even for a hazy day, the views were remarkable.",True
South Valley Park,5,Beautiful short hike and great place for a beginner whose hiking for the 1st time!,True
Bear Creek Trail Parking,5,It's really beautiful out there but don't forget your sunscreen and bug repellant!,True
Bear Creek Trail Parking,5,Nice and peaceful trail most of the time. Not very big but nice walk.,True
Bear Creek Trail Parking,5,So close to so much. Very convenient. Love the history of the Stone House.,True
Bear Creek Trail Parking,5,"We park here at least once a day so we can take our dog for a walk. The trails are kept up and even after snow they have been plowed and cleared. Luka, the dog loves to also go down on the dirt paths past the bridge and sniff and sniff.",True
Bear Creek Trail Parking,4,Nice spot for walk or bike ride. Fishing was a bust but still nice spot.,False
Bluffs Regional Park Trail,5,"Great trail with some decent inclines but overall easy to trek! The parking lot can get crowded but there is parking available along the street leading up to the lot. Be sure to take the time to walk along the two overpasses, there are some good views.",True
Bluffs Regional Park Trail,5,This is such a nice little trail run/hiking area. Oftentimes the highlight of my day/week. Careful in the summer of rattlesnakes if you go to the back trail since it's less trafficked and they like to sun bathe.,True
Bluffs Regional Park Trail,5,I was invited here and I loved it. Easy trail to hike with a wonderful view of the city and surroundings. I love coming back here and I recommend anyone who would like to get a nice easy hike or bike ride to come here with the extra gift of the view.,True
Bluffs Regional Park Trail,5,Beautiful place to walk even when it is a bit chilly out. There were some nice terrain changes which can be a bit challenging with the altitude if you're not acclimated to it. The views of the city and the mountains were wonderful and the park was very peaceful and quiet. Overall great place to walk that is well maintained and easy to find and access.,True
Bluffs Regional Park Trail,5,"One of the most beautiful nearby spots to watch the sunset, take a daily walk or run, and walk your fur babies (my babies favorite spot). The total trail is around 3 miles, with options for both short and long routes to reach the top.",True
Sand Creek Park,3,"Went for a walk to get some fish air. A nice park with people walking their dogs, spending time with their kids, and biking.  There were, at one point, some not so nice people and questionable cars that arrived, so it was time for at least me to go. All in all though, it was nice.",False
Sand Creek Park,4,"Wonderful place to take a nice walk with friends and family. Lovely open space, a lake with multiple species of birds. Activity areas for kids to build things.",False
Sand Creek Park,5,This park offers a wonderful escape from the daily hustle and bustle. I genuinely love spending time here.,True
Sand Creek Park,5,"This is a beautiful natural open space with several large ponds, streams, walking trails and even a few pocket parks. Our dog loves to jump in for a swim. Highly recommended!",True
Sand Creek Park,4,"A good walking park with great views! Almost in the heart of the city. Tons of wildlife in the area. The park also has a few bridges and small waterfall type structures. A little dirty here and there, some people don't pick up their animals waste. There was also a bullet in the parking lot (not against guns but, not good for a park). Over all its a nice place, might want to avoid it at dark.",False
