name,rating,text,positive
Maribyrnong River Trail,5,"Good shared pathway travelling right on the edge of the Maribyrnong River.  Views of the Heavenly Queen Temple, Newell's Paddock (wetlands and traditional park) and Flemington Racecourse allong the way.  Numerous park benches next to the pathway and some bridges if you want to cross the river",True
Maribyrnong River Trail,4,Pretty trail. BBQ's and benches all the way along in Footscray park. They also have workout equipment along the trail which is a great idea!,False
Bidjigal Reserve - Platypus Track,5,"I went here with a large group of people, but even with almost 40 people this was so fun! So much nature to surround you! It is so interesting and many water features are evident. I would go here again with my family and the nature is what makes it so worth it! There are some overgrown areas but it's soo fun.",True
Bidjigal Reserve - Platypus Track,4,"Nice hideaway in the middle of baulkham hills. Few walking tracks present. Haven't seen public restrooms. Few benches along the track.

Signage could be better to guide the visitors.",False
Bidjigal Reserve - Platypus Track,5,This is an easy trail that would suit most people. It’s all street parking but plenty of space. Some stairs but doesn’t elevate much. Could be tricky if recently rained as some part of the trail are stepping stones over creek. One hour should be more than enough to finish the loop. No rest area half-way but a couple of picnic tables/chairs at the entry of the trail.,True
Bidjigal Reserve - Platypus Track,4,A beautiful reserve right in the middle of the Hills district of Sydney. The trekking tracks are of moderate to hard difficulty. Most of the tracks are well marked but without a good map one may get confused about the right turn to take.,False
Bidjigal Reserve - Platypus Track,5,Gem of a track within close proximity to the western sydney and city. There a range of easy to hard trails which are pure nature bliss. We did platypus track which is just the right level yet surrounded by trees and small inlets of water,True
Willow Vale Recreational Trail,5,Really nice trail. Highly recommended. You can find the trail entrance on the west side of the road.,True
Willow Vale Recreational Trail,3,"It's a horse trail, alright walk through bushland, picnic table under cover near the car park.",False
Willow Vale Recreational Trail,3,The first bit is fun. A bit tricky to find the start of the walking tracks but once you find it it's great. Quiet walk good for a family outing however it hits a private property and so it's hard to do the loop as the track turns into private property. Apart from that it is an enjoyable track.,False
Willow Vale Recreational Trail,3,"Nice litte trail running through the middle of Willowvale, good walk for locals who maybe don't want to drive all the way up into the Hinterland",False
Willow Vale Recreational Trail,4,Beautiful walk. No real scenic look out but beautiful wooded hike. Just be aware it's popular with horse riders too and you have to share the path.,False
Daisy Hill Trails,4,"A mix of out and back trails and loops. Mostly gravel and clay surfaces. Fairly gentle grades for a lot of the walk but some moderate ascents and descents, depending on the trail. A few dedicated mountain bike paths. Should be koalas to see, but they were certainly hiding on our walk.",False
Daisy Hill Trails,5,"Peaceful Escape at Daisy Hill Trail

Daisy Hill Trail in Australia is a perfect spot for anyone looking to relax and enjoy the outdoors. It offers a scenic walking path that’s easy to navigate, ideal for a leisurely stroll or a light hike. The trail also features lovely areas for picnicking and grilling. It’s wonderfully quiet and peaceful, making it a great place to unwind. Highly recommend for a day out in nature!",True
Daisy Hill Trails,5,"Rode my bike really far from home just to see this place, and man was it a sight to behold! I loved my visit here to bits and will 100% come back",True
Daisy Hill Trails,5,Lovely place for the walk and the lovely wildlife,True
Daisy Hill Trails,5,"Heaps of trails here, some are long some short. New cycling trails have been added recently, along with a few short hiking trails. Amenities have been upgraded too & a new horse trail & parking area",True
Scotchmans Creek Trail,3,"This place is good for an afternoon stroll if you live nearby. Not a place to visit 😕 if you want to explore.
Firstly, the creek seemed very dry and dead.
Secondly, it is hard to find restrooms nearby.
Thirdly, it's just winding pathways with not much of the scenery. Most of the places just seemed like a little pond and sewage systems!
These pathways can take you to the city, chadstone, or other nearby reserves.
It's quite easy to go to oakleigh Station or Kew using buses too.
Thankfully, it wasn't too hot because of the cooling breeze today.",False
Scotchmans Creek Trail,5,"Loved it! Loved the greenery and the winding paths ...people walking, taking in the sunshine, joggers, few cyclists, green, clean and a wonderful stretch to enjoy nature in its glory...a must visit!",True
Scotchmans Creek Trail,5,"Really beautiful trail. It's a great place to go for a run, walk, cycle ride...etc by yourself or with family/friends. Nice place for dog walkers as well. There are some car parking spots on foster road side. It's accessible to everyone.",True
Scotchmans Creek Trail,4,Really lovely and easy walk. Very much in the middle of the burbs but seems a bit like wilderness when you’re there. Good for kids as it’s pretty flat. A little bit of wild life like ducks and frogs.,False
Scotchmans Creek Trail,5,"OMG!!! To all the people who maintain the trail, thank you. It's my first time to the area and I thoroughly enjoyed it.Two superlatives come to mind Tree-mendous and Tree- rrific .My favorite areas being the seat in the sun watching the golfers, and at the Huntingdale Wetlands. I look forward to returning and extending my exploration of this network of trails",True
Foreshore Trail,4,"Great views of the city and Brighton bathing boxes. The trail extends from Mordialloc to Port Melbourne, some of the bike path is shared with pedestrians so care needs to be taken particularly on weekends with fine weather as many people don't look as they enter the path. I ride on different parts of the path 4 - 5 times a week.",False
Foreshore Trail,5,"Has to be one of the flattest and safest coastal trail runs for runners, but just watch out for those walking with dogs and who don't know which side to walk on (keep left).",True
Foreshore Trail,5,"Growing up means to get to know yourself better, be more honest with yourself and in most occasions, familiar with the things that make you feel good.
I love this trail. First-line to the water, many magical spots in the way. You can grab a coffee, walk, run, enjoy the view, meditate or just be. As always in amazing Melbourne, it is well maintained and free.",True
Foreshore Trail,5,A great trail by the Bay. There’s a walking track and a cycling track. Great views of the city. Lots of places to stop and explore.,True
Foreshore Trail,5,Just so accessible! All the fresh breezes and space - just love it!,True
Blackburn Lake - Whitehorse Heritage Trail,4,"It's a good place to have a walk. Suitable for family, couple and kids.",False
Blackburn Lake - Whitehorse Heritage Trail,4,"This place has lots of trees and thus it kind of protects you from complete sunburn. You can walk around the fence from outside and or enjoy more trees and bushes by walking inside. And yes, the toilet is clean which is really important.",False
Blackburn Lake - Whitehorse Heritage Trail,5,We had breakfast here. There are plenty of benches available with play ground for kids. There were not much options for parking.,True
Blackburn Lake - Whitehorse Heritage Trail,4,Great place to explode for walk and trail running.,False
Blackburn Lake - Whitehorse Heritage Trail,4,"We frequent here often these days as it is within the 5km Covid restriction zone of our residence. It is a really relaxing place and sometimes you can imagine being in MT D (20km distant), which WAS my usual weekly hiking haunt. Blackburn lake is nevertheless a little gem and we will surely visit during non-covid times for BBQ.",False
Glenthorne National Park — Ityamaiitpinna Yarta,5,"We visited Glenthorne on a whim, after driving around and randomly exploring Adelaide and its surrounds.

We had no idea what to expect so went in blind, but ended up loving the hour or so we spent there. The park proudly embraces indigenous culture, informs and educates about the local flora and fauna, and contains an awesome playground/BBQ area for families and kids, as well as offering walking tracks through the grounds.

Usually, when I see the very typical dry and barren Aussie grasslands, I'm not too enthused. On this occasion, however, being in the midst of it and away from society (to a reasonable extent, anyway), it was surprisingly peaceful and serene. I could have sat on a rock for hours, just watching the birds and enjoying the sunshine.

The playground is truly one-of-a-kind and would have been a regular haunt had my kids grown up in the area. Everything is a clever blend of steel and timber, giving it a very colonial, 'this belongs here' feel. I was very impressed. For the parents, there's some covered seating, clean toilets, and the aforementioned BBQs. And, should seating be limited on a busy day, the ample shady trees can help you out.

Overall, Glenthorne NP was a lucky find. It gave us an unexpected detox from the hustle-and-bustle, and I say that with a certain level of mirth, considering we were in Adelaide enjoying a holiday! Nevertheless, peace and quiet is always a good thing, as is swapping people for animals, now and again. Glenthorne is a lovely spot, please see it for yourself when the timing and weather suits.",True
Glenthorne National Park — Ityamaiitpinna Yarta,5,Great park with some great facilities for bbq (bring your own rubbish bags and take away to dispose) fun for the whole family to get involved and make a day of it.,True
Glenthorne National Park — Ityamaiitpinna Yarta,5,"Amazing new adventure playground with so many activities for the kids! Flying foxes, slides, swings, climbing structures and a nice lawned area.
Heaps of parking, public toilets and multiple BBQ areas make this a great place for the family.
If you're worried about your children experiencing a real-world environment with rocks and things to climb on, then stick to the padded indoor play cafes.",True
Glenthorne National Park — Ityamaiitpinna Yarta,5,"Amazing Playspace for the whole family! ✨ So many climbing experiences for kids to explore. The tracks around are great for kids bikes and mtbs. The water hole is lovely, we even saw a baby turtle!
Highly recommended Signature coffee truck! 🙏",True
Glenthorne National Park — Ityamaiitpinna Yarta,5,"This is a great park.  My son has been on a number of walks with scouts and the new playground is an absolute hit! Might be a tad hot in summer though,  not much shade...
I love all the different creek crossings.
There's great bbq areas and sensor lights at night.
It's great that you can bring dogs in.
I'm looking forward to doing the bird walk.",True
Dandenong Creek Trail,5,"Normally a great pathway for scooters, cycling or walking unless it's flooded",True
Dandenong Creek Trail,5,A great trail that follows the creek. On a bike you can cover a large area and see many of,True
Dandenong Creek Trail,4,"It's great to get your daily steps in. Typically, there's a bit of rubbish to look at on the way, but hey, you can't stop trashy people dumping trash.",False
Dandenong Creek Trail,5,Great shared walking / cycling trail!,True
Dandenong Creek Trail,5,Absolutely beautiful creek!!,True
Municipal Natural Park,5,Lovely trail with beautiful offshoots. Lots of ferns and moss/lichen covered trees. There is also a public outhouse and a picnic bench area!,True
Municipal Natural Park,5,"A great park to immerse yourself in nature if you live in south Langley. The park has many trail that is open for walking, dog walking and horse riding. Parking space is reasonable for the size and location of the park. The only downside are horse manure on the trails and is not accessible through public transit.",True
Municipal Natural Park,2,Why put dog bags there when horses shit literally ALL over the trail??? Idk of I went on the wrong trail but this is clearly for horse riders only. It is a very beautiful trail though...,False
Municipal Natural Park,4,"Part of the South Langley Regional Trail. Rarely crowded  nice wooded areas to escape from the heat. Connects to the Irene Pearce Trail, a short loop through urban forest, the best part of the trail. There is often a lot of horse byproduct, the only downside of this walk.",False
Municipal Natural Park,5,"Great walking, cycling or horse riding trail—with lovely quiet pastoral vistas across green fields, forest (lots of old cedar & fir), marshes & streams. Includes headwaters of Little Campbell River—with small bridge crossings.  Lots of little wild flowers in spring/summer.  And knowledgeable, pleasant & friendly locals—often walking their dogs & themselves.",True
Glen Stewart Park,5,"Nestled in the heart of nature’s embrace, Glen Stewart Park is a breathtaking escape from the bustling city life. My visits throughout the seasons have allowed me to capture its ever-changing yet always enchanting beauty.

In the warmth of summer, the lush canopy of leaves provides a verdant backdrop to the winding trails and the wooden bridge that serves as a charming gateway to tranquility. The sunlight filters through the branches, painting patterns of light and shadow that dance upon the path.

As autumn arrives, the park dons a golden cloak. The crisp air carries the rustle of fallen leaves, and the forest floor becomes a carpet of amber hues. The stark, bare branches of winter reveal the park's stoic grace under a blanket of snow, transforming the landscape into a monochrome masterpiece. The bridge, now dusted with snow, stands as a steadfast sentinel overseeing the quiet stillness.

Come spring, a chorus of birdsong heralds the rebirth of the park. Buds peek through the branches, and the gentle flow of the stream sings a melody of renewal.

For those seeking a momentary retreat or a peaceful hike, Glen Stewart Park is not just a destination; it’s an experience that lingers in the heart long after one's footsteps have left its grounds.",True
Glen Stewart Park,5,"Beautiful, well-maintained park. Different experiences depending on the season and I recommend both summer and winter. When it's icy, some of the stairs and trails are very slippery but you can sit and slide or use some of the fencing for support. One could hear the tallest trees swaying, and the stream of water flowing through the broken, icy surface. As the informative plaque explains, there are many types of trees in this area. So much to see and take in!",True
Glen Stewart Park,5,"Beautiful spot for a short hike.

Looking for somewhere to spend an hour or so, walking and hiking and birding? This is a great spot to visit. Just off Queen St in the Beaches, nestled between some picturesque homes, the paths here are beautiful and easy to walk. A little brook will follow you around, babbling along the way. A true gem.

🌟 HIGHLY RECOMMENDED",True
Glen Stewart Park,5,"This place absolutely makes me come back to the peace of nature. I recommend this place for walking, you should spend an hour to walk around this park to enjoy the view. I took these pictures in the autumn, you really can take a deep breath easily and find out the relaxation. Moreover, this place is the great view for those who want a autumn pictures.",True
Glen Stewart Park,5,I went here before fall and I loved the place. It was so relaxing walking down the stairs with green leaves all around you. I saw people walking here too. Gonna go back here again with friends.,True
North Table Mountain Park West Trailhead,5,North Table is time and time again one of my favorite local hikes. The view from the Golden Cliffs is spectacular. The north trailhead starts on a steep incline for the first half mile that will get your blood pumping. Easy hiking once you make it to the top. Look out for rattlesnakes.,True
North Table Mountain Park West Trailhead,5,"Man that was a burn, being a ""flat lander"" and just landing 2hr prior to starting. Flowers starting to bloom and a nice combo of dry, deadness mixed with lush green new growth. Was hoping for a nice sunset but was surprised with a beautiful storm instead.",True
North Table Mountain Park West Trailhead,4,"Fun place to hike and it's dog friendly. After some snow it's especially fun but some trails might be knee deep or more.

Can be pretty busy on the weekends and parking might be hard to find but weekdays are pretty easy.

Beautiful views. No shade anywhere though and it will be muddy after snow melts or rain. There are bathrooms at the base.",False
North Table Mountain Park West Trailhead,5,"The first 0.6 miles are a climb but don’t give up, it turns into a beautiful and relatively easy walk, with many different trail options to match your preference. On a Sunday afternoon it was not busy at all. Much parking and easy access.",True
North Table Mountain Park West Trailhead,4,"Really beautiful area. Came for a night hike to watch the moonrise and it was gorgeous. Good size parking lot with bathrooms too which is great.

Giving four stars because the trail wasn't marked very well. Obviously I was there at night so that was part of the problem, but the trail map at the beginning didn't seem to actually match up with the trails we were finding. We only saw signs about climbing areas, not hiking trails.",False
Ute Valley Park Entrance,5,We were surprised how nice this trail was in spite of the fact that it's in a middle of a city. It's not necessarily stroller friendly. But it offers some beautiful views. Parking might be an issue... it's very limited. We had to wait for a Parking spot to open up for 30 minutes,True
Ute Valley Park Entrance,5,Beautiful park. Hiked and had a great time with my sister. If your a biker I suggest this place because theres some really need dirt trails with little bumps that are cool. It's right off the road and has a pretty pond with a million birds singing. The flowers are stunning as well.,True
Ute Valley Park Entrance,5,"Nice little hike within city limits. Despite hearing traffic, you can really get a nice atmosphere of peace and quiet. The view of the mountains from the ridge is great, and it was a lot less crowded on a Sunday morning than I expected. The parking lot is small, which probably contributes to less people, so get there early to get a spot for sure.",True
Ute Valley Park Entrance,4,Great place to hike with a friend or alone.  It tend to be confusing when is time to choose a trail. Well mantain.,False
Ute Valley Park Entrance,5,This is a very popular park on the NW side of Colorado Springs.  It has amazing mountain bike trails.  Love the rock formations in the park.,True
Little Park Trailhead,5,"This is a great hike, beautiful, not too difficult, and great views. Unfortunately, some have left their trash, including broken glass bottles. Everyone should know, you leave wherever you visit, especially outdoors, in better condition that you found it. Don't litter, don't tag/graffiti, don't take nature with you. Leave flowers, rocks, wood, etc. Otherw should be given the opportunity to enjoy it as well.",True
Little Park Trailhead,5,"One is the best hiking locations in the Western slope. Roads and trails are maintained well throughout, you can drive almost any off road vehicle through their dirt roads. You can find rocks like agates, flint, arrow head chips, and even fossilized coral pieces, lots more. Please be sure to properly dispose of your trash when visiting any state parks and obey the current fire ban laws for everyone's safety and the preservation of these precious lands and the wildlife that lives all throughout.",True
Little Park Trailhead,5,Did this trail in February still had some snow in areas and a little muddy. But the trail connected to rattlesnake trail which had great sun exposure meaning nice clear trail. It took you around a small canyon. Had beautiful views. Overall easy fairly flat hike.,True
Little Park Trailhead,5,A very good hike for moderate enthusiasts. The hills aren't too bad and the views are well worth the hike. I will be back soon.,True
Little Park Trailhead,5,"Andy's Loop down to the Ribbon junction is views, caves and a generally easy walk except for the grad (gets and stays a bit steep in places)

Surprisingly little exposure for the wonderful views. That said plenty of places to get a wonderful overlook if your okay with the heights

Other side of the road is Gunny Loop.  Much more tame as the terrain goes.  Good for a run for sure.  Views definitely don't disappoint at sunrise!!",True
Morrison Trailhead,4,"Bikers don't communicate very well.
Turkey trot trail is a little strenuous for people out of state. First 3/4 of mile steady uphill. Otherwise beautiful, historical, parking gets difficult mid morning",False
Morrison Trailhead,4,"Stunning views in every direction!
Song birds sang to me. Magpies guided my hike. Every person (and dog) I met was very friendly.

I took the turkey trot trail.  As a flatlander visiting the mountains, the incline needed respect and some breaks. But it got easier as the hike continued.

There are some wide and flat areas of the trail.  Other areas are narrow and rocky.

The only equipment I had with were hiking boots and my camera.
Plenty of parking. Maps available.",False
Morrison Trailhead,5,Challenging but rewarding hike. Views the whole way. Lotta elevation but there were people running and biking it.,True
Morrison Trailhead,5,"Great trail, it’s a little over 3 miles to get to the “castle ruins.” It’s all uphill, so beware if you’re new to the area and think “oh, this will be a nice and easy little jaunt!” Wrong. You’ll be out of breath real quick. The trails are a bit rocky in places, so if you roll your ankles easily this may not be the trail for you. It’s clean and well maintained however, and very easy to go around the noobs who overestimated the elevation and had to pull over. (I say this because I was with someone who had to stop a lot more than me, it’s absolutely not a dig on anyone!) FYI, it’s about a 1500 foot change if you only go to the ruins. There’s an option to go even higher, but I didn’t go that way so I’m not sure of the elevation. The views are spectacular. It does get a bit windy and dirt will absolutely make a home on your face if your sunscreen is greasy. Bikers do ride on this trail as well but they’re all very respectful. My only complaint is that there may not be enough parking if you get there midday on a weekend.",True
Morrison Trailhead,5,Great trail and well maintained! It's definitely a good workout 💪 🤩😍,True
Apex Park,5,"Great open space area setup by Jefferson County.

This park is not your normal neighborhood park, it's an open space park. So it's great for hike and mountain bikes, and a portion of the trail could be challenged.

Section of the trail is designed for specific use by even or odd day (even for bike and specific direction, while odd day for hiker only in both directions)

It is popular during summer, and trails are not very wide, so it could be a bit overwhelming with multiple bikers and joggers passing.

Watch out weather like any mountain in the Colorado. The Storm cloud can passing through in the afternoon and bring shower, hail, and/or lighting",True
Apex Park,5,"I loved this hike!! The trails address very well maintained and with easy to follow signs.  There are several different tails to follow with lots of opportunity to see wildlife. There is a lovely brook and some beautiful forest.  I absolutely loved the enchanted forest! It opens into grassy fields and beautiful views. The bikers were friendly and all followed the posted rules for riding specific directions for odd and even days of the week. Theis is a good hike, some steep parts, nothing technical. I highly recommend spending a few hours exploring the area.",True
Apex Park,5,Amazing place to go for a little ride! The main loop was about 9 miles with 2000’ if climbing. Odd days have one way trails for bikes which is nice for climbing consistently on Apex trail! Going back again next weekend!,True
Apex Park,5,Lovely park with lots of hikes! Can’t wait to come back.,True
Apex Park,5,"Went on July 4th, started about 8:30. Trail starting out is sunny, parts are shaded, little creek follows you up the trail. We took Apex to Enchanted Forest and came back around the loop to Apex Trail. Enchanted Forest was beautiful, much cooler with all the trees, path opens up a bit more. Odd days are best for hikers as mountain bikers are limited to one way only. We encountered a lot of mountain bikers as yesterday was an even day, however all were courteous. Saw tons of wildlife, everything was really green with flowers everywhere. Trail imo is more difficult in the beginning as there are lots of rocks to climb over, but still doable. Bring lots of water, no water at all on the trail, only restrooms are in the parking lot (very clean though) Have fun and enjoy our states beauty.",True
"Vista Trail Trailhead, Rouge National Urban Park",4,"We went out hiking at sunrise. It was nice a quiet and the air was brisk. Earlier in the walk we saw deer. The route was clear and an easy trail to walk.
We took the Vista and Mast route. There are a lot of side trails that are fun to explore if you are curious. All round nice walk great for dog walks and there is free parking too!",False
"Vista Trail Trailhead, Rouge National Urban Park",4,"Plenty of space to park, but its also quite busy.
There are mobile toilets on parking lot.
The trail is about 3 km both way with some hillsides, stairs and bridges.
Not suitable for the stroller. Would not recommend bike either - it’s quite busy here.
There are only a couple of benches and picnic area only at the bottom of Orchard trail.",False
"Vista Trail Trailhead, Rouge National Urban Park",4,"Nice weather and wonderful views🍁
See the leaves, feel the wind, hear the sound of the river and smell the scent of the forest✨✨
Recommend a walk in daytime. Easy to go, and you can start from Vista and end with Orchard trail 👣",False
"Vista Trail Trailhead, Rouge National Urban Park",5,"Vista Trail in Rouge National Urban Park is a perfect escape from city life, offering beautiful views of the Rouge River Valley and lush Carolinian forest. The trail is easy to navigate and great for a short, peaceful hike or walk, with an observation platform providing panoramic views, especially breathtaking in fall. The path is mostly flat, making it accessible to families and beginners, though watch for some exposed roots. Parking can get busy, so arriving early is a good idea. Highly recommended for anyone in the Toronto area looking for a quick nature retreat close to the city",True
"Vista Trail Trailhead, Rouge National Urban Park",5,"Very nice trail to go with your beloved ones! Probably it’s the best timing to see the fall colors! It’s not all red yet but very colorful! We did the Vista trail plus the Orchard trail, 8+ kms, 2+ hours. Quite busy on weekends. But the further you go, the fewer people you see! You’ll go through up and down hills and some of them are steep so safety first!",True
North Cheyenne Cañon Park,5,Absolute hidden Gem 💎! I’m surprised no one has really reviewed this area. If you are new I would highly recommend the Lower and medium columbine trails! We took the medium columbine trail up to Tunnel 1 and it was definitely worth the hike! Lots of 🌳s and we even saw a 🦌!,True
North Cheyenne Cañon Park,5,"It's all uphill but the scenery will keep you going and your heart pumping! Steep edges, be careful and you should not be afraid of heights.",True
North Cheyenne Cañon Park,5,"Tons of great hiking trails for all levels of experience. Beautiful views, waterfalls and flowing cascades. Nice, shaded trails.",True
North Cheyenne Cañon Park,3,Beautiful area.went and got engagement photos done there.  But our friends we were with there car got robbed. Someone stole their wallet and purse! Be cautious. Isn’t the first time this has happened there. (First time to them),False
North Cheyenne Cañon Park,5,My favorite place to hike....,True
Weir Gulch Park,4,I've lived by this place my whole life and this park is really extensive and fun to bring the kids for a bike ride. this is a really good park if you want to explore or if you just want to play basketball or use a playground because if you follow the creek westwards from I-25 you will stumble on many different playgrounds and picnic areas that are perfect for spending more time with your family.,False
Weir Gulch Park,3,"Nice place to sit for a while, let kids run around and play. Playground is a little worn out, hope they build a new one soon for the children. Little river going all the way through the park, beware of mosquitoes.",False
Weir Gulch Park,4,Beautiful park with paved trail alongside the South Platte. Lots of geese poop along the way but an otherwise wonderful walking and biking path.,False
Weir Gulch Park,3,This little park would be much better if something was done about the geese population. There was geese feces everywhere that made it difficult to walk and to sit.,False
Weir Gulch Park,5,Nice trail that I could walk the dogs. So many plants near the trail!,True
Wagon Trail Park,4,Nice clean park with a fun playground. If they had the giant swirl slide of the old days I would give a 5th star.,False
Wagon Trail Park,5,Clean and Brand-new.  No more purple slide. Very cool modern space-ship-looking jungle gym. My kiddos really love this park.,True
Wagon Trail Park,5,The taco bar is top notch,True
Wagon Trail Park,5,"It was quiet, nobody around bothering you or cops trolling. Really beautiful and peaceful",True
Wagon Trail Park,5,We live in the neighborhood and have enjoyed this park for years. They recently updated some equipment and the open area is great. Nice city views on a clear day.,True
Swallow Trail Parking,5,"A few trails around here.  I just came for a brief walk during lunch.  Plenty of parking,  also have a building for seperate restrooms.   There are a few picnic tables above the parking lot, and also the trails themselves.
The views are gorgeous.   There are plenty of red sandstone formations.   These are fenced off, so no climbing them.  It's a really cool area!",True
Swallow Trail Parking,5,Great place to enjoy God's creation and hike along an easy Trail!,True
Swallow Trail Parking,4,"Good hike, not a lot of elevation changes, hike up Lyons Back trail for a good view",False
Swallow Trail Parking,5,Perfect place for short easy hikes or moderately long hikes. Dog friendly.,True
Swallow Trail Parking,4,Beautiful place and a great area to meet up with friends,False
Trading Post Trail,4,Nice quick trail about 1.5 miles long and mostly flat with just a big hill at the end. Trail is clearly marked but there was no shade for the duration of the trail so even though it's easy definitely bring a lot of water in the heat. Lots of pretty rock formations right on the trail. Free parking at the trading post building was nice!,False
Trading Post Trail,5,"Strongly recommend doing the trail if you got like an hour here, it leads up back up to the concert/visitor center area. It’s easy and scenic without being overly crowded. You could definitely run it within 30minutes as well!",True
Trading Post Trail,5,"A very good trail located on the Red Rocks Park and Amphitheater grounds. Approximately 1.5 Mi long, but you gain almost 400 ft in elevation. Parts of the trail are actually flat steps (pic) that can be rather slippery if you're not paying attention- and especially on your way down as you might be moving faster. Just be careful and you'll be fine. My wife and I are 69 years old when we did this trail 4 weeks ago and we did just fine. The scenery and wildlife in the area is just spectacular.",True
Trading Post Trail,5,"Appropriate that we had to wander around out there seeing Lord Huron at Red Rocks.  Steep, but beautiful.  Even at night.",True
Trading Post Trail,5,This is my favorite trail to take out-of-state visitors on because it is not too long or super steep but still offers beautiful scenery.,True
Moore Park Ravine,4,It is a really nice trail/loop. Best for warm days as there’s tons of natural shade. Some of the trail is closed off for construction but it’s still worth a hike.,False
Moore Park Ravine,5,Amazing trail if you wanna go for a run or have a relaxing walk..,True
Moore Park Ravine,5,Came here when I was like 10 and it was  unpaved. Such a difference! Love it so multi purpose & the view from the bottom and the architecture seen from below was incredible,True
Moore Park Ravine,5,"Discover the scenic 6.1-km loop trail, an accessible route with an average completion time of 1 hour and 23 minutes. Ideal for hiking and mountain biking.",True
Moore Park Ravine,5,Beautiful trail but lots of people.  Best to go in the fall when all the leaves are changing color.  You can also access Evergreen Brickworks from this trail and go up to Chorly Park.  It's a very long trail so you could spend an entire day walking it.,True
Daniels Gate Trail Parking,5,This is definitely a great little hike for the family and pets. While it is heavily trafficked it still offers an escape and quick exercise.  Bathrooms are very clean and the trails are well maintained.  All the closed off fencing was bothersome and took away from the full experience but overall it was still a good hike,True
Daniels Gate Trail Parking,5,"Beautiful park to run, bike, hike, etc. Not much shade though. Main Trail seems to be stroller friendly as well. Mostly rolling hills for about 4 miles through the park. A few places to park inside the park and on the outskirts of the park. Beautiful scenery!",True
Daniels Gate Trail Parking,5,Beautiful place to take pictures!,True
Daniels Gate Trail Parking,5,"Coolest place to park and enjoy the view,  and great place to launch a drone!",True
Daniels Gate Trail Parking,5,"So scenic. If you're lucky, you'll see the bison roaming around.",True
Fox Run Regional Park,5,I always love to come here regardless of the time of year. Have been coming here for almost 20 years now. It’s a nice large park with a couple small pounds to walk around. The perimeter of the park is just about a 5k and is what I use to as a running area. There is always plenty of parking and room to be alone in the “woods”. Everyone should come check this place out! Defently recommend bring you hammock.,True
Fox Run Regional Park,5,"Great park. We took a group of 72 students/leaders here to enjoy a lunch break and we all really enjoyed it. We were in town from Texas to attend the awesome, life-changing Desperation Conference at New Life Church. It was a bummer that the volleyball nets weren't available and only porta potties for restrooms.",True
Fox Run Regional Park,3,"The park was very nice.  We were there for a wedding ceremony in the wedding gazebo and then the reception in a different area. The park gave no indication, via signs,  of where anything could be located.  Guests drove around searching for the gazebo then again to find the reception with numbers marking gathering sites in no particular order.
The plan was to dress for the wedding, then to change into casual clothing for outdoor games, etc. The large bathrooms were all locked, in the middle of June!! The only option was to use the porta-potty! That is not ever a good option, and even worse when one is all dressed up. Everything would have been much smoother with available bathroom availability.",False
Fox Run Regional Park,5,"Great, big park with wide open spaces and clean places!
Beautifully maintained area with an updated playground that has fun colors and safe low-to-the-ground features, has gazebos, even a wedding gazebo, picnic pavilions with tables that are kept clean, dog park, horseback riding, volleyball, 4 miles of hiking trails, a horseshoe pit, water fountains and big, clean restrooms, But beware of the compostable toilets they have as anything that goes down, will not be easily retrieved!!
All facilities are able to be reserved. We enjoyed the park during a company picnic where a petting zoo was able to be brought in, a bounce house, food vendor, corn hole set up and made use of the volleyball set up.
Plenty of parking and good signage for figuring out which pavilion you need to go to or other attractions you may be trying to get to as you enter the park.
Lots of rolling hills and healthy trees that provide natural shade. Nice open fields for playing catch, football, or soccer. For dogs, the grass is well maintained and dog park is kept clean.
We look forward to going back and spending more time there and enjoying the pavilions with water features.",True
Fox Run Regional Park,5,"Recently renovated ( last year or so -ish ), great for anything you want to do outsideAlways great. Go to the bathroom before you go to the park in the winter though, the bathrooms are closed for the season. Weddings, parties, reunions, hiking, biking, multiple playgrounds, private forest picnic tables, you name it! This place is perfect for it!

We always rent a pavilion and have our kids birthday parties here 🥰🎉💕☀️",True
Clear Creek Trail,5,"This is a highly recommended trail. It is comfortably organized so it does not get too busy (especially early in the morning), there are shaded spots, and the maintenance is fabulous. Along the trail there are spots for tubing, carefully going into the water or just quietly sitting by them. The golden history park situated by the trail is also very interesting and highly recommended. The trail is right downtown so you can enjoy nature and find a good place to eat right thereafter.",True
Clear Creek Trail,5,"One of the main attractions for Golden. Plenty of sport and fun to be found in and around the creek off this trail. Or just a beautiful walk no matter the season. Also always good for people watching if that’s your thing. There are plenty of benches all along the path. If you walk the north side you can get to many of the main places in Golden: Parfet park, lions park, the library, the tennis courts, the baseball fields, RV/camping park, and a lot of Golden history including the Golden History Museum.

If you like to bike, the south side of the trail is for you. Not too bad of a ride.",True
Clear Creek Trail,5,"Visited Clear Creek in the winter – it was stunning. The snow transformed and enhanced beauty of the creek. The trail was not too crowded (came in the morning) and it offers a serene stroll along the clear, flowing water. Well-maintained and impeccably clean trail.",True
Clear Creek Trail,5,Beautiful! Such a nice hiking trail along Clear Creek. Golden is a cute little town and we had a wonderful day learning about its history and enjoying the local food. Will definitely be back and hopefully get to go tubing down the creek!,True
Clear Creek Trail,5,"Beautiful trail! Goes on for a while, has amazing views, access to the creek, and connects to many other trails along the way. I think you could spend a long time taking it all in on this trail!",True
